year,title,role,rank,person,gender,gender_conf
1970,Massacre,starring,2,Bob DeBartolo,male,0.9969
1970,Massacre,starring,3,Joe DeBartolo,male,0.9745
1970,Massacre,starring,4,Don Gillespie,male,0.9937
1970,Can Your Daughter Come Out Tonight?,starring,1,Frank Harris,male,0.9953
1970,Can Your Daughter Come Out Tonight?,starring,2,William Howard,male,0.9962
1970,Can Your Daughter Come Out Tonight?,starring,3,Terri Johnson,female,0.9941
1970,Can Your Daughter Come Out Tonight?,starring,4,William Kirschner,male,0.9962
1970,Female Sexual Emancipation,starring,1,Neola Graef,female,1
1970,Female Sexual Emancipation,starring,2,Duane Paulsen,male,0.9918
1970,A Voyage to Arcturus,director,1,William J. Holloway,male,0.9962
1970,Little Boy Lust,director,1,J. Brian,NA,NA
1970,Hard Knocks,starring,1,Jan Davis,female,0.732
1970,Hard Knocks,starring,2,Pete Dawson,male,0.9963
1970,Hard Knocks,starring,3,Alex Elliot,male,0.9657
1970,Hard Knocks,starring,4,Suzanne Fields,female,0.9978
1970,Billy Boy,director,1,Robert Henry Mizer,male,0.9959
1970,Billy Boy,starring,1,Billy Young,male,0.9881
1970,Billy Boy,starring,2,Dick Harold,male,0.9997
1970,Billy Boy,starring,3,Skip Tumaloo,male,1
1970,Billy Boy,starring,4,Jim Gay,male,0.9966
1970,She Couldn't Say No,starring,1,Alex Elliot,male,0.9657
1970,She Couldn't Say No,starring,2,Kathy Hilton,female,0.9979
1970,She Couldn't Say No,starring,3,Terri Johnson,female,0.9941
1970,The Caper,director,1,Bill Board,male,0.9971
1970,The Caper,starring,1,Maria Arnold,female,0.9928
1970,The Caper,starring,2,Alex Elliot,male,0.9657
1970,The Caper,starring,3,Kathy Hilton,female,0.9979
1970,The Caper,starring,4,Danny Sillman,male,0.9944
1970,The Married Bachelor,starring,1,Pete Dawson,male,0.9963
1970,The Married Bachelor,starring,2,Antoinette Maynard,female,0.9991
1970,Scent of Love,director,1,Hardi Burton,NA,NA
1970,Scent of Love,starring,1,Kathy Hilton,female,0.9979
1970,Scent of Love,starring,2,William Howard,male,0.9962
1970,Scent of Love,starring,3,Jim,male,0.9966
1970,Scent of Love,starring,4,Casey Larrain,male,0.575
1971,Billy Jack,director,1,Tom Laughlin,male,0.9969
1971,Billy Jack,starring,1,Tom Laughlin,male,0.9969
1971,Billy Jack,starring,2,Delores Taylor,female,0.9967
1971,Billy Jack,starring,3,Clark Howat,male,0.9969
1971,Billy Jack,starring,4,Victor Izay,male,0.9939
1971,Fiddler on the Roof,director,1,Norman Jewison,male,0.9938
1971,Fiddler on the Roof,starring,1,Topol,NA,NA
1971,Fiddler on the Roof,starring,2,Norma Crane,female,0.9949
1971,Fiddler on the Roof,starring,3,Leonard Frey,male,0.9951
1971,Fiddler on the Roof,starring,4,Molly Picon,female,0.9977
1971,Dirty Harry,director,1,Don Siegel,male,0.9937
1971,Dirty Harry,starring,1,Clint Eastwood,male,0.9981
1971,Dirty Harry,starring,2,Andrew Robinson,male,0.996
1971,Dirty Harry,starring,3,Harry Guardino,male,0.9953
1971,Dirty Harry,starring,4,Reni Santoni,female,1
1971,The Last Picture Show,director,1,Peter Bogdanovich,male,0.9966
1971,The Last Picture Show,starring,1,Timothy Bottoms,male,0.9957
1971,The Last Picture Show,starring,2,Jeff Bridges,male,0.9977
1971,The Last Picture Show,starring,3,Cybill Shepherd,female,1
1971,The Last Picture Show,starring,4,Ben Johnson,male,0.996
1971,Carnal Knowledge,director,1,Mike Nichols,male,0.9966
1971,Carnal Knowledge,starring,1,Jack Nicholson,male,0.9969
1971,Carnal Knowledge,starring,2,Candice Bergen,female,0.9978
1971,Carnal Knowledge,starring,3,Art Garfunkel,male,1
1971,Carnal Knowledge,starring,4,Ann-Margret,female,0.9973
1971,The Hospital,director,1,Arthur Hiller,male,0.9937
1971,The Hospital,starring,1,George C. Scott,male,0.9932
1971,The Hospital,starring,2,Diana Rigg,female,0.9965
1971,The Hospital,starring,3,Barnard Hughes,male,1
1971,The Hospital,starring,4,Richard Dysart,male,0.9963
1971,Willard,director,1,Daniel Mann,male,0.9954
1971,Willard,starring,1,Bruce Davison,male,0.9965
1971,Willard,starring,2,Elsa Lanchester,female,0.9992
1971,Willard,starring,3,Sondra Locke,female,1
1971,Willard,starring,4,Michael Dante,male,0.9947
1971,Bedknobs and Broomsticks,director,1,Robert Stevenson,male,0.9959
1971,Bedknobs and Broomsticks,director,2,Ward Kimball,male,0.9994
1971,Bedknobs and Broomsticks,starring,1,Angela Lansbury,female,0.997
1971,Bedknobs and Broomsticks,starring,2,David Tomlinson,male,0.9963
1971,Bedknobs and Broomsticks,starring,3,Roddy McDowall,male,1
1971,Bedknobs and Broomsticks,starring,4,Sam Jaffe,male,0.9872
1971,Shaft,director,1,Gordon Parks,male,0.9966
1971,Shaft,starring,1,Richard Roundtree,male,0.9963
1971,Shaft,starring,2,Moses Gunn,male,0.9985
1971,Shaft,starring,3,Charles Cioffi,male,0.9949
1971,Shaft,starring,4,Christopher St. John,male,0.995
1971,Sweet Sweetback's Baadasssss Song,director,1,Melvin Van Peebles,male,0.9912
1971,Sweet Sweetback's Baadasssss Song,starring,1,Melvin Van Peebles,male,0.9912
1971,Sweet Sweetback's Baadasssss Song,starring,2,Simon Chuckster,male,0.9966
1971,Sweet Sweetback's Baadasssss Song,starring,3,Hubert Scales,male,0.9978
1971,Sweet Sweetback's Baadasssss Song,starring,4,John Dullaghan,male,0.9961
1971,Klute,director,1,Alan J. Pakula,male,0.9968
1971,Klute,starring,1,Jane Fonda,female,0.9971
1971,Klute,starring,2,Donald Sutherland,male,0.9961
1971,Klute,starring,3,Charles Cioffi,male,0.9949
1971,Klute,starring,4,Roy Scheider,male,0.9938
1971,Escape from the Planet of the Apes,director,1,Don Taylor,male,0.9937
1971,Escape from the Planet of the Apes,starring,1,Roddy McDowall,male,1
1971,Escape from the Planet of the Apes,starring,2,Kim Hunter,female,0.8454
1971,Escape from the Planet of the Apes,starring,3,Bradford Dillman,male,0.9986
1971,Escape from the Planet of the Apes,starring,4,Natalie Trundy,female,0.9978
1971,Cold Turkey,director,1,Norman Lear,male,0.9938
1971,Cold Turkey,starring,1,Dick Van Dyke,male,0.9997
1971,Cold Turkey,starring,2,Pippa Scott,female,1
1971,Cold Turkey,starring,3,Tom Poston,male,0.9969
1971,Cold Turkey,starring,4,Edward Everett Horton,male,0.9957
1971,Play Misty for Me,director,1,Clint Eastwood,male,0.9981
1971,Play Misty for Me,starring,1,Clint Eastwood,male,0.9981
1971,Play Misty for Me,starring,2,Jessica Walter,female,0.9968
1971,Play Misty for Me,starring,3,Donna Mills,female,0.9975
1971,Play Misty for Me,starring,4,John Larch,male,0.9961
1971,Bananas,director,1,Woody Allen,male,0.9971
1971,Bananas,starring,1,Woody Allen,male,0.9971
1971,Bananas,starring,2,Louise Lasser,female,0.9921
1971,Bananas,starring,3,Carlos Montalbán,male,0.9922
1971,Bananas,starring,4,Nati Abascal,NA,NA
1971,The Million Dollar Duck,director,1,Vincent McEveety,male,0.9956
1971,The Million Dollar Duck,starring,1,Dean Jones,male,0.9875
1971,The Million Dollar Duck,starring,2,Sandy Duncan,female,0.8956
1971,The Million Dollar Duck,starring,3,Joe Flynn,male,0.9745
1971,The Million Dollar Duck,starring,4,Tony Roberts,male,0.9884
1971,The Anderson Tapes,director,1,Sidney Lumet,male,0.6864
1971,The Anderson Tapes,starring,1,Sean Connery,male,0.9925
1971,The Anderson Tapes,starring,2,Dyan Cannon,female,0.9721
1971,The Anderson Tapes,starring,3,Martin Balsam,male,0.995
1971,The Anderson Tapes,starring,4,Ralph Meeker,male,0.9958
1971,The Big Doll House,director,1,Jack Hill,male,0.9969
1971,The Big Doll House,starring,1,Roberta Collins,female,0.9957
1971,The Big Doll House,starring,2,Pam Grier,female,0.9993
1971,The Big Doll House,starring,3,Judith Brown,female,0.9974
1971,The Big Doll House,starring,4,Brooke Mills,female,0.99
1971,The Omega Man,director,1,Boris Sagal,male,1
1971,The Omega Man,starring,1,Charlton Heston,male,0.9982
1971,The Omega Man,starring,2,Anthony Zerbe,male,0.9946
1971,The Omega Man,starring,3,Rosalind Cash,female,1
1971,The Omega Man,starring,4,Paul Koslo,male,0.996
1971,McCabe & Mrs. Miller,director,1,Robert Altman,male,0.9959
1971,McCabe & Mrs. Miller,starring,1,Warren Beatty,male,0.9953
1971,McCabe & Mrs. Miller,starring,2,Julie Christie,female,0.9973
1971,McCabe & Mrs. Miller,starring,3,Rene Auberjonois,male,0.6692
1971,McCabe & Mrs. Miller,starring,4,William Devane,male,0.9962
1971,Big Jake,director,1,George Sherman,male,0.9932
1971,Big Jake,director,2,John Wayne,male,0.9961
1971,Big Jake,starring,1,John Wayne,male,0.9961
1971,Big Jake,starring,2,Richard Boone,male,0.9963
1971,Big Jake,starring,3,Maureen O'Hara,female,0.9978
1971,Big Jake,starring,4,Patrick Wayne,male,0.9955
1971,Lawman,director,1,Michael Winner,male,0.9947
1971,Lawman,starring,1,Burt Lancaster,male,1
1971,Lawman,starring,2,Robert Ryan,male,0.9959
1971,Lawman,starring,3,Lee J. Cobb,male,0.7669
1971,Lawman,starring,4,Robert Duvall,male,0.9959
1971,Willy Wonka & the Chocolate Factory,director,1,Mel Stuart,male,0.9011
1971,Willy Wonka & the Chocolate Factory,starring,1,Gene Wilder,male,0.9704
1971,Willy Wonka & the Chocolate Factory,starring,2,Jack Albertson,male,0.9969
1971,Willy Wonka & the Chocolate Factory,starring,3,Peter Ostrum,male,0.9966
1971,Willy Wonka & the Chocolate Factory,starring,4,Roy Kinnear,male,0.9938
1971,THX 1138,director,1,George Lucas,male,0.9932
1971,THX 1138,starring,1,Robert Duvall,male,0.9959
1971,THX 1138,starring,2,Donald Pleasence,male,0.9961
1971,THX 1138,starring,3,Don Pedro Colley,male,0.9937
1971,THX 1138,starring,4,Maggie McOmie,female,0.9985
1971,Honey Britches,director,1,Donn Davison,male,0.9883
1971,Honey Britches,director,2,Fred Olen Ray,male,0.9952
1971,Honey Britches,starring,1,Ashley Brooks,female,0.984
1971,Honey Britches,starring,2,George Ellis,male,0.9932
1971,Honey Britches,starring,3,Trudy Moore,female,0.9998
1971,Honey Britches,starring,4,Michael Battlesmith,male,0.9947
1971,Octaman,director,1,Harry Essex,male,0.9953
1971,Octaman,starring,1,Pier Angeli,female,0.8057
1971,Octaman,starring,2,Kerwin Mathews,male,1
1971,Octaman,starring,3,Jeff Morrow,male,0.9977
1971,Octaman,starring,4,David Essex,male,0.9963
1971,Doctors' Wives,director,1,George Schaefer,male,0.9932
1971,Doctors' Wives,starring,1,Dyan Cannon,female,0.9721
1971,Doctors' Wives,starring,2,Richard Crenna,male,0.9963
1971,Doctors' Wives,starring,3,Gene Hackman,male,0.9704
1971,Doctors' Wives,starring,4,Carroll O'Connor,male,0.8134
1971,The Last Valley,director,1,James Clavell,male,0.9956
1971,The Last Valley,starring,1,Michael Caine,male,0.9947
1971,The Last Valley,starring,2,Omar Sharif,male,0.9945
1971,The Last Valley,starring,3,Florinda Bolkan,female,1
1971,The Last Valley,starring,4,Nigel Davenport,male,0.9934
1971,The Statue,director,1,Rod Amateau,male,1
1971,The Statue,starring,1,David Niven,male,0.9963
1971,The Statue,starring,2,Virna Lisi,female,1
1971,The Statue,starring,3,Robert Vaughn,male,0.9959
1971,The Statue,starring,4,Ann Bell,female,0.9973
1971,Zachariah,director,1,George Englund,male,0.9932
1971,Zachariah,starring,1,John Rubinstein,male,0.9961
1971,Zachariah,starring,2,Patricia Quinn,female,0.997
1971,Zachariah,starring,3,Don Johnson,male,0.9937
1971,Zachariah,starring,4,Country Joe and the Fish,NA,NA
1971,Wake in Fright,director,1,Ted Kotcheff,male,0.9978
1971,Wake in Fright,starring,1,Donald Pleasence,male,0.9961
1971,Wake in Fright,starring,2,Gary Bond,male,0.9962
1971,Wake in Fright,starring,3,Chips Rafferty,NA,NA
1971,Wake in Fright,starring,4,Sylvia Kay,female,0.9963
1971,Pink Narcissus,director,1,James Bidgood,male,0.9956
1971,Pink Narcissus,starring,1,Don Brooks,male,0.9937
1971,Pink Narcissus,starring,2,Bobby Kendall,male,0.9724
1971,Pink Narcissus,starring,3,Charles Ludlam,male,0.9949
1971,Santa's Christmas Elf (Named Calvin),director,1,Barry Mahon,male,0.9955
1971,Santa's Christmas Elf (Named Calvin),starring,1,Dorothy Brown Green,female,0.9961
1971,Grease,director,1,Joe DeBartolo,male,0.9745
1971,Grease,starring,1,Ed Azzano,male,0.9995
1971,Grease,starring,2,Bob DeBartolo,male,0.9969
1971,Grease,starring,3,Joe DeBartolo,male,0.9745
1971,Grease,starring,4,Don Gillespie,male,0.9937
1971,Sex-Export aus Amsterdam,director,1,Frank Sürth,male,0.9953
1971,Sex-Export aus Amsterdam,starring,1,Robert Seeley,male,0.9959
1971,Sex-Export aus Amsterdam,starring,2,Bambi Allen,female,1
1971,Sex-Export aus Amsterdam,starring,3,Ingeborg van Dyck,female,1
1971,Sex-Export aus Amsterdam,starring,4,Joyce Fender,female,0.996
1971,The Young Hitchikers,starring,1,Sunny Boyd,female,0.7331
1971,The Young Hitchikers,starring,2,Mindy Wilson,female,0.9985
1971,Delusion of the Fury: A Ritual of Dream and Delusion,director,1,John Crawford,male,0.9961
1971,Delusion of the Fury: A Ritual of Dream and Delusion,director,2,Madeline Tourtelot,female,0.9986
1971,Delusion of the Fury: A Ritual of Dream and Delusion,starring,1,John Blount,male,0.9961
1971,Delusion of the Fury: A Ritual of Dream and Delusion,starring,2,Susan Marshall,female,0.9978
1971,Delusion of the Fury: A Ritual of Dream and Delusion,starring,3,Quendon Hornbrook,NA,NA
1971,The Gang That Could!,starring,1,Harry Reems,male,0.9953
1971,The Gang That Could!,starring,2,Cindy West,female,0.9972
1971,Keep the Ball Rolling,starring,1,Jamie Gillis,female,0.7705
1971,Keep the Ball Rolling,starring,2,Cindy West,female,0.9972
1971,"Secret Places, Secret Things",director,1,Gary Kent,male,0.9962
1971,"Secret Places, Secret Things",starring,1,Edward Blessington,male,0.9957
1971,"Secret Places, Secret Things",starring,2,Neola Graef,female,1
1971,"Secret Places, Secret Things",starring,3,James Lemp,male,0.9956
1971,"Secret Places, Secret Things",starring,4,Debbie Osborne,female,0.9978
1971,Nympho Cycler,director,1,Edward D. Wood Jr.,male,0.9957
1971,Nympho Cycler,starring,1,Casey Larrain,male,0.575
1971,Nympho Cycler,starring,2,Edward D. Wood Jr.,male,0.9957
1971,Nympho Cycler,starring,3,Stud Stetson,NA,NA
1971,Nympho Cycler,starring,4,Sherry Duz,female,0.9962
1971,Kiss This Miss,starring,1,Barbara Benner,female,0.9973
1971,Kiss This Miss,starring,2,Harry Reems,male,0.9953
1971,Side Street Girls,starring,1,Pamela Mann,female,0.9978
1971,Side Street Girls,starring,2,Darby Lloyd Rains,female,0.7453
1971,Side Street Girls,starring,3,Tina Russell,female,0.997
1971,Side Street Girls,starring,4,Marc Stevens,male,0.9959
1971,Void Where Prohibited by Law,starring,1,Jeff Begun,male,0.9977
1971,Void Where Prohibited by Law,starring,2,Howard R. Cohen,male,0.9955
1971,Void Where Prohibited by Law,starring,3,The Conception Corporation,male,1
1971,Void Where Prohibited by Law,starring,4,Murphy Dunne,male,0.8426
1971,Watch Out for the Bummer,director,1,Michael F. Elliot,male,0.9947
1971,Watch Out for the Bummer,starring,1,Daniel Clifford,male,0.9954
1971,Watch Out for the Bummer,starring,2,Kathy Francis,female,0.9979
1971,Watch Out for the Bummer,starring,3,Michael Greene,male,0.9947
1971,Watch Out for the Bummer,starring,4,Siaan Nichols,NA,NA
1971,Russky,starring,1,Laura Ash,female,0.997
1971,Russky,starring,2,Will Marchetti,male,0.9924
1971,Russky,starring,3,Greg Myers,male,0.998
1971,Russky,starring,4,J. Thomas Hudgins,NA,NA
1971,The Blue Hour,director,1,Sergei Goncharoff,male,1
1971,The Blue Hour,director,2,Ron Nicholas,male,0.9979
1971,The Blue Hour,starring,1,Anne Chapman,female,0.9975
1971,The Blue Hour,starring,2,Nicholas Wayne,male,0.9963
1971,The Blue Hour,starring,3,Mary Beth Hughes,female,0.9964
1971,The Blue Hour,starring,4,Edward Blessington,male,0.9957
1971,The Groupies,starring,1,Rene Bond,male,0.6692
1971,The Groupies,starring,2,Keith Erickson,male,0.9948
1971,The Groupies,starring,3,Suzanne Fields,female,0.9978
1971,The Groupies,starring,4,Ric Lutze,male,1
1971,The Killers,director,1,Ewing Miles Brown,male,1
1971,The Killers,starring,1,Cameron Mitchell,male,0.9018
1971,The Killers,starring,2,Don Epperson,male,0.9937
1971,The Killers,starring,3,Alicia Hammond,female,0.9969
1971,The Killers,starring,4,Robert Dix,male,0.9959
1971,The Ice Box,starring,1,Tallie Cochrane,female,0.9485
1971,The Ice Box,starring,2,Jason Russell,male,0.9948
1971,The Ice Box,starring,3,Dolly Sharp,female,0.9984
1971,The Ice Box,starring,4,Cindy West,female,0.9972
1971,Window of Passion,starring,1,L.G. Allard,NA,NA
1971,Window of Passion,starring,2,Tracy Handfuss,female,0.817
1971,Window of Passion,starring,3,John Holmes,male,0.9961
1971,Window of Passion,starring,4,Candy Samples,female,0.9966
1971,Beautiful People,director,1,Louis Garfinkle,male,0.9935
1971,Beautiful People,starring,1,Sonja Dunson,female,0.9989
1971,Beautiful People,starring,2,Branch Halford,male,1
1971,Beautiful People,starring,3,Leigh Heine,female,0.9068
1971,Beautiful People,starring,4,Charlotte Mathieu,female,0.9978
1971,Involuntary Bird,starring,1,Andy Bellamy,male,0.9881
1971,Involuntary Bird,starring,2,Lynn Holmes,female,0.813
1971,Involuntary Bird,starring,3,George Peters,male,0.9932
1971,Involuntary Bird,starring,4,Adam Ward,male,0.9959
1971,The Player,director,1,Thomas DeMartini,male,0.9964
1971,The Player,starring,1,Jack Colavita,male,0.9969
1971,The Player,starring,2,Jerry Como,male,0.9757
1971,The Player,starring,3,Rae Phillips,female,0.9701
1971,The Player,starring,4,Rudolf Wanderone Jr.,male,1
1971,Flame in the Wind,director,1,Katherine Stenholm,female,0.9972
1971,Flame in the Wind,starring,1,David Hewson,male,0.9963
1971,Flame in the Wind,starring,2,Bob Jones III,male,0.9969
1971,Flame in the Wind,starring,3,Bob Jones Jr.,male,0.9969
1971,Flame in the Wind,starring,4,Richard Rupp,male,0.9963
1971,The Sun Ship Game,director,1,Robert Drew,male,0.9959
1971,The Sun Ship Game,starring,1,Gleb Derujinsky,male,1
1971,The Sun Ship Game,starring,2,George Moffat,male,0.9932
1971,Keep Them Happy at Home,starring,1,Ron Dyer,male,0.9979
1971,Keep Them Happy at Home,starring,2,Donna Stanley,female,0.9975
1971,Keep Them Happy at Home,starring,3,Phyllis Stengel,female,0.9973
1971,Executive Wives,director,1,Albert Dinglehoofer,male,0.9944
1971,Executive Wives,starring,1,Marland Proctor,male,1
1971,Executive Wives,starring,2,Elizabeth Knowles,female,0.9969
1971,Executive Wives,starring,3,John Keith,male,0.9961
1971,Executive Wives,starring,4,Capri,female,0.979
1971,"Mothers, Fathers and Lovers",director,1,Greydon Clark,male,1
1971,"Mothers, Fathers and Lovers",starring,1,Bambi Allen,female,1
1971,"Mothers, Fathers and Lovers",starring,2,Greydon Clark,male,1
1971,"Mothers, Fathers and Lovers",starring,3,Jacqulin Cole,female,1
1971,Fluxfilm Anthology 1962-1970,director,1,George Maciunas,male,0.9932
1971,Fluxfilm Anthology 1962-1970,director,2,Nam June Paik,male,1
1971,Deathstyles,director,1,Richard Myers,male,0.9963
1971,Deathstyles,starring,1,Jake Leed,male,0.9979
1971,Deathstyles,starring,2,Mary Leed,female,0.9964
1971,Deathstyles,starring,3,Pat Myers,female,0.6408
1971,Deathstyles,starring,4,Robert Ohlrich,male,0.9959
1971,The Slaughter,director,1,Michael Findlay,male,0.9947
1971,The Slaughter,starring,1,Mirtha Massa,female,1
1971,The Slaughter,starring,2,Clao Villanueva,NA,NA
1971,The Slaughter,starring,3,Xanthe Ellis,female,1
1971,The Slaughter,starring,4,Enrique Larratelli,male,0.9946
