food_code,food_code_description,category_number,category_description
27111405,"Chili con carne with beans, from restaurant",3002,Meat mixed dishes
27111406,"Chili con carne with beans, home recipe",3002,Meat mixed dishes
27111407,"Chili con carne with beans, canned",3002,Meat mixed dishes
27111410,Chili con carne with beans,3002,Meat mixed dishes
27111420,Chili con carne without beans,3002,Meat mixed dishes
27111430,"Chili con carne, NS as to beans, with cheese",3002,Meat mixed dishes
27111440,Chili con carne with beans and cheese,3002,Meat mixed dishes
27111500,"Sloppy joe, no bun",3002,Meat mixed dishes
27112000,Beef with gravy,3002,Meat mixed dishes
27112010,Salisbury steak with gravy,3002,Meat mixed dishes
27113000,Beef with cream or white sauce,3002,Meat mixed dishes
27113100,Beef stroganoff,3002,Meat mixed dishes
27113200,Creamed chipped or dried beef,3002,Meat mixed dishes
27113300,Swedish meatballs with cream or white sauce,3002,Meat mixed dishes
27114000,Beef with mushroom sauce,3002,Meat mixed dishes
27115000,Beef with soy-based sauce,3404,Stir-fry and soy-based sauce mixtures
27115100,Steak teriyaki,3404,Stir-fry and soy-based sauce mixtures
27116100,Beef curry,3002,Meat mixed dishes
27116110,Beef curry with rice,3002,Meat mixed dishes
27116200,"Barbecue beef, with sauce",3002,Meat mixed dishes
27116210,"Barbecue beef, no sauce",2002,"Beef, excludes ground"
27116300,Beef with sweet and sour sauce,3404,Stir-fry and soy-based sauce mixtures
27116350,"Stewed seasoned ground beef, Mexican style",3002,Meat mixed dishes
27116400,Steak tartare,3002,Meat mixed dishes
27118110,"Meatballs, Puerto Rican style",3002,Meat mixed dishes
27118120,"Stewed seasoned ground beef, Puerto Rican style",3002,Meat mixed dishes
27118130,"Stewed dried beef, Puerto Rican style",3002,Meat mixed dishes
27118140,"Stuffed pot roast, Puerto Rican style, NFS",3002,Meat mixed dishes
27118180,"Beef stew, meat with gravy, no potatoes, Puerto Rican style",3002,Meat mixed dishes
27120020,Ham or pork with gravy,3002,Meat mixed dishes
27120030,"Barbecue pork, with sauce",3002,Meat mixed dishes
27120040,"Barbecue pork, no sauce",2006,Pork
27120060,Sweet and sour pork,3404,Stir-fry and soy-based sauce mixtures
27120080,Ham stroganoff,3002,Meat mixed dishes
27120090,Ham or pork with mushroom sauce,3002,Meat mixed dishes
27120100,Ham or pork with tomato-based sauce,3002,Meat mixed dishes
27120110,Sausage with tomato-based sauce,3002,Meat mixed dishes
27120120,Sausage gravy,3002,Meat mixed dishes
27120130,"Pork stew, no potatoes, tomato-based sauce, Mexican style",3002,Meat mixed dishes
27120150,Pork or ham with soy-based sauce,3404,Stir-fry and soy-based sauce mixtures
27120210,"Chili hot dog, no bun",3002,Meat mixed dishes
27120250,Frankfurters or hot dogs with tomato-based sauce,3002,Meat mixed dishes
27121000,Pork with chili and tomatoes,3002,Meat mixed dishes
27121010,"Stewed pork, Puerto Rican style",3002,Meat mixed dishes
27121410,"Chili con carne with beans, made with pork",3002,Meat mixed dishes
27130010,Lamb or mutton with gravy,3002,Meat mixed dishes
27130050,Lamb or mutton goulash,3002,Meat mixed dishes
27133010,"Stewed goat, Puerto Rican style",3002,Meat mixed dishes
27135010,Veal with gravy,3002,Meat mixed dishes
27135020,Veal scallopini,3002,Meat mixed dishes
27135030,Veal with cream sauce,3002,Meat mixed dishes
27135040,Veal with butter sauce,3002,Meat mixed dishes
27135050,Veal Marsala,3002,Meat mixed dishes
27135110,Veal parmigiana,3002,Meat mixed dishes
27135150,Veal cordon bleu,3002,Meat mixed dishes
27136050,Venison or deer with tomato-based sauce,3002,Meat mixed dishes
27136080,Venison or deer with gravy,3002,Meat mixed dishes
27136100,Chili con carne with venison/deer and beans,3002,Meat mixed dishes
27141000,Chicken or turkey cacciatore,3004,Poultry mixed dishes
27141030,Spaghetti sauce with poultry,8410,"Pasta sauces, tomato-based"
27141035,Spaghetti sauce with poultry and added vegetables,8410,"Pasta sauces, tomato-based"
27141050,"Stewed chicken with tomato-based sauce, Mexican style",3004,Poultry mixed dishes
27141500,Chili con carne with chicken or turkey and beans,3004,Poultry mixed dishes
27142000,Chicken with gravy,3004,Poultry mixed dishes
27142100,Chicken or turkey fricassee,3004,Poultry mixed dishes
27142200,Turkey with gravy,3004,Poultry mixed dishes
27143000,Chicken or turkey with cream sauce,3004,Poultry mixed dishes
27144000,Chicken or turkey with mushroom sauce,3004,Poultry mixed dishes
27145000,Chicken or turkey with teriyaki,3404,Stir-fry and soy-based sauce mixtures
27146011,Barbecue chicken,3004,Poultry mixed dishes
27146100,Sweet and sour chicken or turkey,3404,Stir-fry and soy-based sauce mixtures
27146110,"Sweet and sour chicken or turkey, without vegetables",3404,Stir-fry and soy-based sauce mixtures
27146150,Chicken curry,3004,Poultry mixed dishes
27146155,Chicken curry with rice,3004,Poultry mixed dishes
27146160,Chicken with mole sauce,3004,Poultry mixed dishes
27146200,Chicken or turkey with cheese sauce,3004,Poultry mixed dishes
27146250,Chicken or turkey cordon bleu,3004,Poultry mixed dishes
27146300,Chicken or turkey parmigiana,3004,Poultry mixed dishes
27146350,Orange chicken,3404,Stir-fry and soy-based sauce mixtures
27146360,Sesame chicken,3404,Stir-fry and soy-based sauce mixtures
27146400,Chicken kiev,3004,Poultry mixed dishes
27148010,"Stuffed chicken, drumstick or breast, Puerto Rican style",3004,Poultry mixed dishes
27150010,"Fish with cream or white sauce, not tuna or lobster",3006,Seafood mixed dishes
27150020,"Crab, deviled",3006,Seafood mixed dishes
27150030,Crab imperial,3006,Seafood mixed dishes
27150050,Fish timbale or mousse,3006,Seafood mixed dishes
27150060,Lobster newburg,3006,Seafood mixed dishes
27150070,Lobster with butter sauce,2404,Shellfish
27150110,Shrimp cocktail,2404,Shellfish
27150120,Tuna with cream or white sauce,3006,Seafood mixed dishes
27150130,Seafood thermidor,3006,Seafood mixed dishes
27150140,Seafood sauce,2404,Shellfish
27150151,Spaghetti sauce with seafood,8410,"Pasta sauces, tomato-based"
27150155,Spaghetti sauce with seafood and added vegetables,8410,"Pasta sauces, tomato-based"
27150160,Shrimp with lobster sauce,3006,Seafood mixed dishes
27150170,Sweet and sour shrimp,3404,Stir-fry and soy-based sauce mixtures
27150210,Fish sauce,8404,Soy-based condiments
27150230,Shrimp scampi,2404,Shellfish
27150250,Fish moochim,3006,Seafood mixed dishes
27150310,Fish with tomato-based sauce,3006,Seafood mixed dishes
27150320,Fish curry,3006,Seafood mixed dishes
27150325,Fish curry with rice,3006,Seafood mixed dishes
27150330,Mussels with tomato-based sauce,3006,Seafood mixed dishes
27150350,Sardines with tomato-based sauce,3006,Seafood mixed dishes
27150370,Sardines with mustard sauce,3006,Seafood mixed dishes
27150410,Shrimp teriyaki,3404,Stir-fry and soy-based sauce mixtures
27150510,Scallops with cheese sauce,3006,Seafood mixed dishes
27151030,Ceviche,3006,Seafood mixed dishes
27151040,"Crabs in tomato-based sauce, Puerto Rican style",3006,Seafood mixed dishes
27151050,"Shrimp in garlic sauce, Puerto Rican style",3006,Seafood mixed dishes
27151070,Bacalao guisado,3006,Seafood mixed dishes
27160010,"Meat with barbecue sauce, NS as to type of meat",3002,Meat mixed dishes
27160100,"Meatballs, NS as to type of meat, with sauce",3002,Meat mixed dishes
27161010,"Meat loaf, Puerto Rican style",3002,Meat mixed dishes
27162010,Meat with tomato-based sauce,3002,Meat mixed dishes
27162040,Spaghetti sauce with meat,8410,"Pasta sauces, tomato-based"
27162060,Spaghetti sauce with meat and added vegetables,8410,"Pasta sauces, tomato-based"
27162500,"Stewed, seasoned, ground beef and pork, Mexican style",3002,Meat mixed dishes
27163010,"Meat with gravy, NS as to type of meat,",3002,Meat mixed dishes
27211000,"Beef and potatoes, no sauce",3002,Meat mixed dishes
27211100,"Beef stew with potatoes, tomato-based sauce",3002,Meat mixed dishes
27211110,"Beef stew with potatoes, tomato-based sauce, Mexican style",3002,Meat mixed dishes
27211150,Beef goulash with potatoes,3002,Meat mixed dishes
27211190,"Beef and potatoes with cream sauce, white sauce or mushroom sauce",3002,Meat mixed dishes
27211200,"Beef stew with potatoes, gravy",3002,Meat mixed dishes
27211300,"Beef, roast, hash",3002,Meat mixed dishes
27211400,Corned beef hash,3002,Meat mixed dishes
27211500,Beef and potatoes with cheese sauce,3002,Meat mixed dishes
27211550,"Stewed, seasoned, ground beef with potatoes, Mexican style",3002,Meat mixed dishes
27212000,"Beef and noodles, no sauce",3002,Meat mixed dishes
27212050,Beef and macaroni with cheese sauce,3002,Meat mixed dishes
27212100,Beef and noodles with tomato-based sauce,3002,Meat mixed dishes
27212120,Chili con carne with beans and macaroni,3002,Meat mixed dishes
27212150,Beef goulash with noodles,3002,Meat mixed dishes
27212200,Beef and noodles with gravy,3002,Meat mixed dishes
27212300,Beef and noodles with cream or white sauce,3002,Meat mixed dishes
27212350,Beef stroganoff with noodles,3002,Meat mixed dishes
27212400,Beef and noodles with mushroom sauce,3002,Meat mixed dishes
27212500,Beef and noodles with soy-based sauce,3404,Stir-fry and soy-based sauce mixtures
27213000,"Beef and rice, no sauce",3002,Meat mixed dishes
27213010,Biryani with meat,3202,Rice mixed dishes
27213100,Beef and rice with tomato-based sauce,3002,Meat mixed dishes
27213120,Porcupine balls with tomato-based sauce,3002,Meat mixed dishes
27213150,Chili con carne with beans and rice,3002,Meat mixed dishes
27213200,Beef and rice with gravy,3002,Meat mixed dishes
27213300,Beef and rice with cream sauce,3002,Meat mixed dishes
27213400,Beef and rice with mushroom sauce,3002,Meat mixed dishes
27213420,Porcupine balls with mushroom sauce,3002,Meat mixed dishes
27213500,Beef and rice with soy-based sauce,3404,Stir-fry and soy-based sauce mixtures
27213600,Beef and rice with cheese sauce,3002,Meat mixed dishes
27214100,Meat loaf made with beef,3002,Meat mixed dishes
27214110,"Meat loaf made with beef, with tomato-based sauce",3002,Meat mixed dishes
27214300,Beef wellington,3002,Meat mixed dishes
27214500,Corned beef patty,3002,Meat mixed dishes
27218110,"Stuffed pot roast, with potatoes, Puerto Rican style",3002,Meat mixed dishes
27218210,"Beef stew with potatoes, Puerto Rican style",3002,Meat mixed dishes
27218310,"Stewed corned beef, Puerto Rican style",3002,Meat mixed dishes
27220010,Meat loaf made with ham,3002,Meat mixed dishes
27220020,Ham and noodles with cream or white sauce,3002,Meat mixed dishes
27220030,Ham and rice with mushroom sauce,3002,Meat mixed dishes
27220050,Ham or pork with stuffing,3002,Meat mixed dishes
27220080,Ham croquette,3002,Meat mixed dishes
27220110,Pork and rice with tomato-based sauce,3002,Meat mixed dishes
27220120,Sausage and rice with tomato-based sauce,3002,Meat mixed dishes
27220150,Sausage and rice with mushroom sauce,3002,Meat mixed dishes
27220170,Sausage and rice with cheese sauce,3002,Meat mixed dishes
27220190,Sausage and noodles with cream or white sauce,3002,Meat mixed dishes
27220210,"Ham and noodles, no sauce",3002,Meat mixed dishes
27220310,"Ham or pork and rice, no sauce",3002,Meat mixed dishes
27220510,Ham or pork and potatoes with gravy,3002,Meat mixed dishes
27220520,Ham or pork and potatoes with cheese sauce,3002,Meat mixed dishes
27221100,"Stewed pig's feet, Puerto Rican style",3002,Meat mixed dishes
27221110,"Stuffed pork roast, Puerto Rican style",3002,Meat mixed dishes
27221150,"Pork stew, with potatoes, tomato-based sauce, Mexican style",3002,Meat mixed dishes
27230010,Lamb or mutton loaf,3002,Meat mixed dishes
27231000,Lamb or mutton and potatoes with gravy,3002,Meat mixed dishes
27232000,Lamb or mutton and potatoes with tomato-based sauce,3002,Meat mixed dishes
27233000,Lamb or mutton and noodles with gravy,3002,Meat mixed dishes
27235000,Meat loaf made with venison/deer,3002,Meat mixed dishes
27235750,Veal and noodles with cream or white sauce,3002,Meat mixed dishes
27236000,Venison or deer and noodles with cream or white sauce,3002,Meat mixed dishes
27241000,Chicken or turkey hash,3004,Poultry mixed dishes
27241010,Chicken or turkey and potatoes with gravy,3004,Poultry mixed dishes
27242000,"Chicken or turkey and noodles, no sauce",3004,Poultry mixed dishes
27242200,Chicken or turkey and noodles with gravy,3004,Poultry mixed dishes
27242250,Chicken or turkey and noodles with mushroom sauce,3004,Poultry mixed dishes
27242300,Chicken or turkey and noodles with cream or white sauce,3004,Poultry mixed dishes
27242310,Chicken or turkey and noodles with cheese sauce,3004,Poultry mixed dishes
27242350,Chicken or turkey tetrazzini,3004,Poultry mixed dishes
27242400,Chicken or turkey and noodles with tomato-based sauce,3004,Poultry mixed dishes
27242500,Chicken or turkey and noodles with soy-based sauce,3404,Stir-fry and soy-based sauce mixtures
27243000,"Chicken or turkey and rice, no sauce",3004,Poultry mixed dishes
27243100,Biryani with chicken,3202,Rice mixed dishes
27243300,Chicken or turkey and rice with cream sauce,3004,Poultry mixed dishes
27243400,Chicken or turkey and rice with mushroom sauce,3004,Poultry mixed dishes
27243500,Chicken or turkey and rice with tomato-based sauce,3004,Poultry mixed dishes
27243600,Chicken or turkey and rice with soy-based sauce,3404,Stir-fry and soy-based sauce mixtures
27246100,Chicken or turkey with dumplings,3004,Poultry mixed dishes
27246200,Chicken or turkey with stuffing,3004,Poultry mixed dishes
27246300,"Chicken or turkey cake, patty, or croquette",3004,Poultry mixed dishes
27246400,Chicken or turkey souffle,3004,Poultry mixed dishes
27246500,Meat loaf made with chicken or turkey,3004,Poultry mixed dishes
27246505,"Meat loaf made with chicken or turkey, with tomato-based sauce",3004,Poultry mixed dishes
27250020,"Clams, stuffed",3006,Seafood mixed dishes
27250030,Codfish ball or cake,3006,Seafood mixed dishes
27250040,"Crab, cake",3006,Seafood mixed dishes
27250050,"Fish, cake or patty",3006,Seafood mixed dishes
27250060,Gefilte fish,3006,Seafood mixed dishes
27250070,"Fish, salmon cake or patty",3006,Seafood mixed dishes
27250080,Salmon loaf,3006,Seafood mixed dishes
27250110,Scallops and noodles with cheese sauce,3006,Seafood mixed dishes
27250120,"Shrimp and noodles, no sauce",3006,Seafood mixed dishes
27250122,Shrimp and noodles with gravy,3006,Seafood mixed dishes
27250124,Shrimp and noodles with mushroom sauce,3006,Seafood mixed dishes
27250126,Shrimp and noodles with cream or white sauce,3006,Seafood mixed dishes
27250128,Shrimp and noodles with soy-based sauce,3404,Stir-fry and soy-based sauce mixtures
27250130,Shrimp and noodles with cheese sauce,3006,Seafood mixed dishes
27250132,Shrimp and noodles with tomato sauce,3006,Seafood mixed dishes
27250150,Tuna loaf,3006,Seafood mixed dishes
27250160,Tuna cake or patty,3006,Seafood mixed dishes
27250210,Clam cake or patty,3006,Seafood mixed dishes
27250220,Oyster fritter,3006,Seafood mixed dishes
27250250,Flounder with crab stuffing,3006,Seafood mixed dishes
27250260,"Lobster with bread stuffing, baked",3006,Seafood mixed dishes
27250270,Clams Casino,3006,Seafood mixed dishes
27250300,Mackerel cake or patty,3006,Seafood mixed dishes
27250310,Haddock cake or patty,3006,Seafood mixed dishes
27250400,"Shrimp, cake or patty",3006,Seafood mixed dishes
27250410,Shrimp with crab stuffing,3006,Seafood mixed dishes
27250450,Shrimp toast,3006,Seafood mixed dishes
27250520,Imitation crab meat,2402,Fish
27250550,Seafood souffle,3006,Seafood mixed dishes
27250610,Tuna noodle casserole with cream or white sauce,3006,Seafood mixed dishes
27250630,Tuna noodle casserole with mushroom sauce,3006,Seafood mixed dishes
27250710,Tuna and rice with mushroom sauce,3006,Seafood mixed dishes
27250810,Fish and rice with tomato-based sauce,3006,Seafood mixed dishes
27250820,Fish and rice with cream sauce,3006,Seafood mixed dishes
27250830,Fish and rice with mushroom sauce,3006,Seafood mixed dishes
27250900,Fish and noodles with mushroom sauce,3006,Seafood mixed dishes
27250950,Shellfish and noodles with tomato-based sauce,3006,Seafood mixed dishes
27251010,"Stewed salmon, Puerto Rican style",3006,Seafood mixed dishes
27260010,"Meat loaf, NS as to type of meat",3002,Meat mixed dishes
27260050,"Meatballs, with breading, NS as to type of meat, with gravy",3002,Meat mixed dishes
27260080,Meat loaf made with beef and pork,3002,Meat mixed dishes
27260090,"Meat loaf made with beef, veal and pork",3002,Meat mixed dishes
27260100,"Meat loaf made with beef and pork, with tomato-based sauce",3002,Meat mixed dishes
27260110,"Hash, NS as to type of meat",3002,Meat mixed dishes
27260500,"Vienna sausages stewed with potatoes, Puerto Rican style",3002,Meat mixed dishes
27260510,Liver dumpling,3002,Meat mixed dishes
27261000,"Breaded brains, Puerto Rican style",3002,Meat mixed dishes
27261500,"Stewed, seasoned, ground beef and pork with potatoes, Mexican style",3002,Meat mixed dishes
27311110,"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",3002,Meat mixed dishes
27311120,"Beef, potatoes, and vegetables, excluding carrots, broccoli, and dark-green leafy; no sauce",3002,Meat mixed dishes
27311210,"Corned beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",3002,Meat mixed dishes
27311220,"Corned beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",3002,Meat mixed dishes
27311310,"Beef stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",3002,Meat mixed dishes
27311320,"Beef stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",3002,Meat mixed dishes
27311410,"Beef stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",3002,Meat mixed dishes
27311420,"Beef stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",3002,Meat mixed dishes
27311510,Shepherd's pie,3002,Meat mixed dishes
27311600,"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",3002,Meat mixed dishes
27311605,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",3002,Meat mixed dishes
27311610,"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",3002,Meat mixed dishes
27311620,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",3002,Meat mixed dishes
27311625,"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",3002,Meat mixed dishes
27311630,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",3002,Meat mixed dishes
27311635,"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",3002,Meat mixed dishes
27311640,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",3002,Meat mixed dishes
27311645,"Beef, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",3404,Stir-fry and soy-based sauce mixtures
27311650,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",3404,Stir-fry and soy-based sauce mixtures
27313010,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",3002,Meat mixed dishes
27313020,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",3002,Meat mixed dishes
27313110,Beef chow mein or chop suey with noodles,3402,Fried rice and lo/chow mein
27313150,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",3404,Stir-fry and soy-based sauce mixtures
27313160,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",3404,Stir-fry and soy-based sauce mixtures
27313210,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",3002,Meat mixed dishes
27313220,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",3002,Meat mixed dishes
27313310,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce",3002,Meat mixed dishes
27313320,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce",3002,Meat mixed dishes
27313410,"Beef, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",3002,Meat mixed dishes
27313420,"Beef, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",3002,Meat mixed dishes
27315010,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",3002,Meat mixed dishes
27315020,"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",3002,Meat mixed dishes
27315210,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",3002,Meat mixed dishes
27315220,"Beef, rice, and vegetables excluding carrots, broccoli, and/or dark-green leafy; tomato-based sauce",3002,Meat mixed dishes
27315250,Stuffed cabbage rolls with beef and rice,3002,Meat mixed dishes
27315270,Stuffed grape leaves with beef and rice,3002,Meat mixed dishes
27315310,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; mushroom sauce",3002,Meat mixed dishes
27315320,"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; mushroom sauce",3002,Meat mixed dishes
27315330,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",3002,Meat mixed dishes
27315340,"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",3002,Meat mixed dishes
27315410,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",3002,Meat mixed dishes
27315420,"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",3002,Meat mixed dishes
27315510,"Beef, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",3404,Stir-fry and soy-based sauce mixtures
27315520,"Beef, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",3404,Stir-fry and soy-based sauce mixtures
27317010,"Pot pie, beef",3002,Meat mixed dishes
27317100,"Beef, dumplings, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",3002,Meat mixed dishes
27317110,"Beef, dumplings, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",3002,Meat mixed dishes
27319010,"Stuffed green pepper, Puerto Rican style",3002,Meat mixed dishes
27320020,Ham pot pie,3002,Meat mixed dishes
27320025,"Ham or pork, noodles and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",3002,Meat mixed dishes
27320027,"Ham or pork, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",3002,Meat mixed dishes
27320030,"Ham or pork, noodles and vegetables excluding carrots, broccoli, and dark-green leafy; cheese sauce",3002,Meat mixed dishes
27320040,"Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",3002,Meat mixed dishes
27320070,"Ham or pork, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",3002,Meat mixed dishes
27320080,"Sausage, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",3002,Meat mixed dishes
27320090,"Sausage, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",3002,Meat mixed dishes
27320100,"Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",3002,Meat mixed dishes
27320110,"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",3002,Meat mixed dishes
27320120,"Sausage, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",3002,Meat mixed dishes
27320130,"Sausage, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",3002,Meat mixed dishes
27320140,"Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",3002,Meat mixed dishes
27320150,"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",3002,Meat mixed dishes
27320210,"Pork, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",3002,Meat mixed dishes
27320310,Pork chow mein or chop suey with noodles,3402,Fried rice and lo/chow mein
27320320,"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; soy-based sauce",3404,Stir-fry and soy-based sauce mixtures
27320330,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; soy-based sauce",3404,Stir-fry and soy-based sauce mixtures
27320340,"Pork, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",3002,Meat mixed dishes
27320350,"Pork, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",3002,Meat mixed dishes
27320410,"Ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",3002,Meat mixed dishes
27320450,"Ham, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",3002,Meat mixed dishes
27320500,Sweet and sour pork with rice,3404,Stir-fry and soy-based sauce mixtures
27330010,Shepherd's pie with lamb,3002,Meat mixed dishes
27330030,"Lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",3002,Meat mixed dishes
27330050,"Lamb or mutton, rice, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",3002,Meat mixed dishes
27330060,"Lamb or mutton, rice, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",3002,Meat mixed dishes
27330080,"Lamb or mutton, rice, and vegetables  including carrots, broccoli, and/or dark-green leafy; gravy",3002,Meat mixed dishes
27330110,"Lamb or mutton stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",3002,Meat mixed dishes
27330170,Stuffed grape leaves with lamb and rice,3002,Meat mixed dishes
27330210,"Lamb or mutton stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",3002,Meat mixed dishes
27330220,"Lamb or mutton stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",3002,Meat mixed dishes
27331150,"Veal fricassee, Puerto Rican style",3002,Meat mixed dishes
27332100,"Veal stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",3002,Meat mixed dishes
27332110,"Veal stew with potatoes and vegetables excluding carrots, broccoli, and/or dark-green leafy; tomato-based sauce",3002,Meat mixed dishes
27335100,Rabbit stew with potatoes and vegetables,3002,Meat mixed dishes
27335500,"Stewed rabbit, Puerto Rican style,",3002,Meat mixed dishes
27336100,"Venison or deer stew with potatoes and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",3002,Meat mixed dishes
27336150,"Venison or deer stew with potatoes and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",3002,Meat mixed dishes
27336200,"Venison or deer, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",3002,Meat mixed dishes
27336250,"Venison or deer, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",3002,Meat mixed dishes
27336300,"Venison or deer, noodles, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce",3002,Meat mixed dishes
27336310,"Venison or deer, noodles, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce",3002,Meat mixed dishes
27341000,"Chicken or turkey, potatoes, corn, and cheese, with gravy",3004,Poultry mixed dishes
27341010,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",3004,Poultry mixed dishes
27341020,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce",3004,Poultry mixed dishes
27341025,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",3004,Poultry mixed dishes
27341030,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; gravy",3004,Poultry mixed dishes
27341035,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cream sauce, white sauce, or mushroom sauce",3004,Poultry mixed dishes
27341040,"Chicken or turkey, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; cream sauce, white sauce, or mushroom sauce",3004,Poultry mixed dishes
27341045,"Chicken or turkey, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; cheese sauce",3004,Poultry mixed dishes
